frame,shoulder_x,shoulder_y,elbow_x,elbow_y,wrist_x,wrist_y,hip_x,hip_y,knee_x,knee_y,ankle_x,ankle_y,elbow_angle,shoulder_angle,hip_angle,knee_angle
1,0.7579439878463745,0.2953336834907532,0.7519302368164062,0.5997453927993774,0.7950619459152222,0.8766800761222839,0.4852534830570221,0.36464741826057434,0.30431169271469116,0.5893765687942505,0.10090654343366623,0.744924783706665,162.51204389074258,79.8516299713286,153.19789007487074,168.33618383115993
2,0.7568639516830444,0.29953575134277344,0.7467595338821411,0.6020589470863342,0.7876043319702148,0.8773534893989563,0.4866122305393219,0.3737476170063019,0.30338791012763977,0.6024489998817444,0.10089225322008133,0.7431253790855408,161.82577374867617,77.82110264651921,153.70747779705704,166.2711048915495
3,0.7586682438850403,0.3057185709476471,0.7469516396522522,0.6038071513175964,0.7869264483451843,0.8778981566429138,0.48677942156791687,0.3806838095188141,0.3031950294971466,0.6055344343185425,0.1011262983083725,0.7413374185562134,161.46727272277013,77.18692889998889,154.25143665727262,166.14390012923948
4,0.7590553760528564,0.30591505765914917,0.7470909357070923,0.606001615524292,0.7870655059814453,0.8784439563751221,0.48680824041366577,0.38113653659820557,0.30290037393569946,0.6082280278205872,0.1011974960565567,0.7413442134857178,161.32596920018057,77.11154489867049,154.05099356917677,165.58323958346512
5,0.7593186497688293,0.30657410621643066,0.7427644729614258,0.6040043234825134,0.7859494686126709,0.8762936592102051,0.4869276285171509,0.38614195585250854,0.3025793731212616,0.6078917980194092,0.10106248408555984,0.7413421273231506,158.60312176314642,75.01821697122034,155.2477761572729,166.34736495485865
6,0.7592817544937134,0.30682849884033203,0.7353646755218506,0.6054564714431763,0.7824946641921997,0.8772979974746704,0.4864465594291687,0.39019981026649475,0.3024359941482544,0.6102089285850525,0.10471678525209427,0.7412084937095642,154.76630053686026,72.14357913366996,155.83044670648462,166.51718700760244
7,0.7614522576332092,0.3076409101486206,0.731157660484314,0.6092042922973633,0.7794608473777771,0.8798366785049438,0.486937016248703,0.3955865204334259,0.3030392527580261,0.6115521788597107,0.10910006612539291,0.7424401640892029,152.26977637683135,69.65871083012138,156.76715031364878,167.33982033551163
8,0.762986958026886,0.3086109161376953,0.7251754999160767,0.6091213822364807,0.7777625322341919,0.8784313797950745,0.4891015887260437,0.4085099399089813,0.303378701210022,0.6140355467796326,0.109160415828228,0.7423658967018127,148.2473331141015,65.79672409846759,159.6932033757701,168.4874765333423
9,0.7635186314582825,0.31916266679763794,0.7205248475074768,0.6116657853126526,0.7783650159835815,0.8798873424530029,0.4948941171169281,0.41353482007980347,0.3057752847671509,0.617580771446228,0.11047334223985672,0.7423624396324158,144.38049648993513,64.17711184777895,159.92501750246691,168.51448045736035
10,0.7702620029449463,0.33368635177612305,0.7183377146720886,0.6192282438278198,0.7745629549026489,0.8806050419807434,0.5026410818099976,0.4283030033111572,0.30797460675239563,0.6247854828834534,0.11037375777959824,0.7437730431556702,141.15713732250822,60.83735803493808,161.66205080967086,169.12641212109213
11,0.7788814902305603,0.34510013461112976,0.7112740278244019,0.6103909015655518,0.7745039463043213,0.8805878162384033,0.5090605020523071,0.44715556502342224,0.30991852283477783,0.6336061954498291,0.11172547936439514,0.7460548281669617,133.03836158715384,53.615944177647336,164.23734825359534,169.9266189615111
12,0.7805946469306946,0.36103734374046326,0.7091887593269348,0.6087602972984314,0.7750087380409241,0.8810190558433533,0.5175583362579346,0.462135374546051,0.3106144666671753,0.6463792324066162,0.11155574768781662,0.7475984692573547,129.61005598994444,50.66805108078346,165.59777500595087,169.3602291022366
13,0.7862491011619568,0.3756267726421356,0.7072237133979797,0.6053231954574585,0.7753642797470093,0.8825682401657104,0.5206078886985779,0.4759514629840851,0.3107549250125885,0.6565667986869812,0.10838726162910461,0.7510204315185547,124.94640282998428,46.55515596781372,166.1605537007323,168.87757783379462
14,0.7893785834312439,0.3934059143066406,0.7081023454666138,0.6055521368980408,0.7755592465400696,0.8831852674484253,0.5232961177825928,0.4944513440132141,0.3108985126018524,0.6645987033843994,0.10836079716682434,0.7517673373222351,122.37965026322478,43.68376390288597,167.8011028745155,169.35223606402073
15,0.8045594096183777,0.4057927131652832,0.7048832774162292,0.6005069017410278,0.7752339839935303,0.8823181390762329,0.5236143469810486,0.5097669959068298,0.31086575984954834,0.6777098774909973,0.10072033852338791,0.7517060041427612,113.76419339907928,35.93630361136082,167.8166463848457,167.26047849546057
16,0.8115386962890625,0.4234177768230438,0.7063281536102295,0.5948400497436523,0.7753951549530029,0.881953239440918,0.5293533802032471,0.512023389339447,0.31245654821395874,0.6882216334342957,0.10142239183187485,0.7530626654624939,109.35084753494345,32.48863354374274,165.45835450499882,165.247435216278
17,0.8200879693031311,0.44158580899238586,0.7054184079170227,0.5912339687347412,0.775499701499939,0.8780500292778015,0.5378377437591553,0.5241262912750244,0.3180346190929413,0.6928749084472656,0.10290423780679703,0.7532508373260498,102.80233061314611,26.940527777134296,165.9843612026042,165.61403132776292
18,0.8257922530174255,0.4580661952495575,0.7021167874336243,0.5898053646087646,0.7748218774795532,0.8740038275718689,0.5392002463340759,0.5504310131072998,0.3205723762512207,0.7063943147659302,0.10581226646900177,0.7533355951309204,96.47295331258681,20.653654025160417,168.4111098392651,165.14502746588377
19,0.8302891850471497,0.4764178693294525,0.7008844614028931,0.5861555337905884,0.7738044857978821,0.8730273246765137,0.5382586121559143,0.5727565884590149,0.31998196244239807,0.7175589799880981,0.1032872125506401,0.7538915276527405,91.18372274163202,14.989148557453843,170.04910699215372,164.92439512472566
20,0.8403621912002563,0.4917477071285248,0.7011503577232361,0.5836031436920166,0.7737942337989807,0.8676283955574036,0.5415952205657959,0.5964491963386536,0.31969964504241943,0.7251652479171753,0.10333199799060822,0.7544556856155396,85.91146112589792,9.21100142070595,173.08038613147482,166.28343423267958
21,0.8461694717407227,0.5202347040176392,0.7016284465789795,0.5801330804824829,0.7733516693115234,0.8618441820144653,0.5422725677490234,0.6191366314888,0.3187033236026764,0.7287936806678772,0.10355766862630844,0.7542926073074341,78.7690275852013,2.7475827681810423,174.94985919816054,168.39007933473385
22,0.846470057964325,0.5320876240730286,0.6988484263420105,0.5803394913673401,0.773452877998352,0.8613599538803101,0.5457164645195007,0.6274446249008179,0.31841832399368286,0.7340275049209595,0.10866715013980865,0.751520574092865,75.1526460892588,0.3058604102912235,175.336185264558,167.90990191222053
23,0.8513622283935547,0.5450248718261719,0.6988837122917175,0.5799891352653503,0.7734388113021851,0.8601289987564087,0.5513952970504761,0.644101619720459,0.3191922903060913,0.7424517869949341,0.10944903641939163,0.7514982223510742,72.02949371827674,3.175243460800825,177.12414728980633,167.9889946733462
24,0.8546746969223022,0.5493777990341187,0.6992807388305664,0.5784710645675659,0.7743113040924072,0.8604390025138855,0.554424524307251,0.6527788043022156,0.3217824101448059,0.7523627281188965,0.11037829518318176,0.7514650821685791,70.69487011910866,4.951467814018238,177.4252098241617,166.3250797357467
25,0.8616927266120911,0.559404730796814,0.6995329260826111,0.5761352181434631,0.7742351293563843,0.8601230382919312,0.5611779689788818,0.6571121215820312,0.32479745149612427,0.7586264610290527,0.11516786366701126,0.7521394491195679,68.25877235435635,7.042725672334426,176.78353001166536,165.42215957567453
26,0.8640415668487549,0.5734514594078064,0.699766218662262,0.5763437747955322,0.7742279767990112,0.8602169156074524,0.5655775666236877,0.6675425171852112,0.3270052373409271,0.7615777254104614,0.11507383733987808,0.7524510622024536,65.56671660942929,9.488232195705418,177.55460035512027,166.11130826259307
27,0.8660994172096252,0.5750733017921448,0.7013750076293945,0.5748800039291382,0.7744660973548889,0.8577255606651306,0.5648122429847717,0.6765817999839783,0.3304797410964966,0.7615292072296143,0.115818090736866,0.7524740695953369,65.28805248778484,10.76898060435674,179.2059401953345,167.1155135433243
28,0.8668261170387268,0.5802171230316162,0.7024602890014648,0.5734310746192932,0.7740739583969116,0.8570448756217957,0.5667234659194946,0.669756293296814,0.3341149389743805,0.7630770802497864,0.12008311599493027,0.752856433391571,64.49449369051777,10.857450251721422,176.81012200546715,165.74438869274832
29,0.8717728853225708,0.5796405673027039,0.7073768973350525,0.5714808106422424,0.7747151851654053,0.8570937514305115,0.5712070465087891,0.6727302670478821,0.3351762890815735,0.7608247995376587,0.12020232528448105,0.7526307702064514,65.66011546800611,11.481833841927726,178.02588601712628,166.91504958524274
30,0.8722555637359619,0.5841020941734314,0.7078686356544495,0.570930004119873,0.7759283781051636,0.8571536540985107,0.5691439509391785,0.6686673760414124,0.33486035466194153,0.7647497057914734,0.12088125199079514,0.7542098760604858,64.50409227764541,11.49951782466679,175.9286368413123,165.42275544838367
31,0.8705657720565796,0.5874104499816895,0.7071842551231384,0.5708710551261902,0.7752475142478943,0.8570817112922668,0.5689356327056885,0.6669124960899353,0.33533063530921936,0.7660481929779053,0.12143470346927643,0.7543684840202332,63.82373917137025,11.69234582278914,175.00745793215208,164.81488492319562
32,0.8712068796157837,0.5850346684455872,0.7075766921043396,0.5706745982170105,0.7752058506011963,0.8571692705154419,0.5714788436889648,0.6699851751327515,0.3384205400943756,0.764970600605011,0.12367649376392365,0.7537749409675598,64.40819203575916,11.884337246403767,176.14614269435236,165.40812700136067
33,0.8702769875526428,0.5947445631027222,0.7076322436332703,0.5728004574775696,0.7757362127304077,0.8572435975074768,0.57048100233078,0.6710324883460999,0.3378768861293793,0.7648163437843323,0.12358608841896057,0.7548511028289795,62.602870024808475,12.485842424424483,175.3675983672555,165.7233623002593
34,0.8700773119926453,0.5931606888771057,0.7076305150985718,0.5703623294830322,0.7757426500320435,0.8572447299957275,0.5699234008789062,0.6697099804878235,0.33900296688079834,0.7640761137008667,0.1236889436841011,0.7559723258018494,62.60245558485156,12.677497054086297,175.21822543546466,165.84166287698488
35,0.86956787109375,0.5904309153556824,0.7090355753898621,0.5702043175697327,0.7757163643836975,0.8572865128517151,0.5694723725318909,0.6685181856155396,0.33851927518844604,0.7647029161453247,0.12361312657594681,0.7557603716850281,63.50904509003739,12.38105002597395,175.14252317499492,165.47459457183237
36,0.8683414459228516,0.5841200351715088,0.7065483331680298,0.5702484846115112,0.7750747799873352,0.8561683297157288,0.5692425966262817,0.6663230061531067,0.33854910731315613,0.7644844651222229,0.12581494450569153,0.7557836771011353,64.16105773111106,11.549115215894927,175.327710626475,165.2217196926113
37,0.8679395318031311,0.5666772127151489,0.7069862484931946,0.5676773190498352,0.7752313613891602,0.856497585773468,0.5690096616744995,0.6511331796646118,0.33764415979385376,0.7574418783187866,0.12356534600257874,0.7515965104103088,67.41445719794493,8.82977613136544,174.53851692552095,164.62855073445323
38,0.8636492490768433,0.5355975031852722,0.7069969773292542,0.5670108795166016,0.7750270962715149,0.8565319776535034,0.5653918385505676,0.6353721022605896,0.33739104866981506,0.7504987716674805,0.12354548275470734,0.7517204284667969,73.76374323831007,4.2211236170930615,174.80069227431704,164.32805220279255
39,0.8521907925605774,0.5163642764091492,0.7040470242500305,0.579451858997345,0.7750095129013062,0.8583081960678101,0.560665488243103,0.6155102849006653,0.3352118730545044,0.7444627285003662,0.1225443184375763,0.751742422580719,79.1288046586761,2.6409605872255693,172.9953289471132,163.26840143878758
