frame,shoulder_x,shoulder_y,elbow_x,elbow_y,wrist_x,wrist_y,hip_x,hip_y,knee_x,knee_y,ankle_x,ankle_y,elbow_angle,shoulder_angle,hip_angle,knee_angle
1,0.6207563877105713,0.4321780800819397,0.6349043250083923,0.6060280799865723,0.6469110250473022,0.8238829970359802,0.4415813684463501,0.5955409407615662,0.28781718015670776,0.7016013264656067,0.10069075226783752,0.7388352155685425,177.3637380174429,71.08074391635905,174.0543050724511,165.18047734515093
2,0.6221439242362976,0.43325600028038025,0.634544312953949,0.608294665813446,0.6466044783592224,0.8236391544342041,0.44176700711250305,0.5976740121841431,0.2865847945213318,0.70159912109375,0.09792745858430862,0.739533007144928,178.5075022788971,70.0325915893981,173.49593426409268,165.81130292289316
3,0.6249188780784607,0.438228964805603,0.6298441290855408,0.6183809638023376,0.6487261056900024,0.8237828016281128,0.44381144642829895,0.6002292633056641,0.28654512763023376,0.7010895609855652,0.09802539646625519,0.7395336031913757,173.50102257699015,66.07308283331551,173.12744103597413,166.70676072446474
4,0.6269524693489075,0.44704800844192505,0.6248252391815186,0.6317343711853027,0.6496489644050598,0.826323390007019,0.44462352991104126,0.6018208861351013,0.28662797808647156,0.7001661062240601,0.09806088358163834,0.7395933270454407,166.04891698130578,63.303062691798075,173.77286693560322,167.4111257027946
5,0.6295996308326721,0.4627644121646881,0.6191046237945557,0.6374383568763733,0.648662805557251,0.8242159485816956,0.44501355290412903,0.6182846426963806,0.28667861223220825,0.7051252126693726,0.09996816515922546,0.7409987449645996,158.18969133910596,58.54558440270558,171.78800052958,169.02285243803829
6,0.6352185606956482,0.4710901975631714,0.6114564538002014,0.637044370174408,0.6458656787872314,0.8193433284759521,0.4506250023841858,0.6268500089645386,0.28814199566841125,0.7075139284133911,0.10016155987977982,0.7418316602706909,147.16901085825663,50.327887415346346,170.21167920239142,170.26074029434935
7,0.6380056738853455,0.49970555305480957,0.6104206442832947,0.6398407816886902,0.6458542346954346,0.8166935443878174,0.4532599151134491,0.6487951874732971,0.2882712483406067,0.7129530310630798,0.1022304818034172,0.7427834868431091,141.10725299924252,46.297552919689565,167.9232124704478,172.81548676838278
8,0.6414735913276672,0.5155826210975647,0.6039937138557434,0.6374221444129944,0.63643479347229,0.8126170039176941,0.45531368255615234,0.6626889109611511,0.28854048252105713,0.7254296541213989,0.10221535712480545,0.7468940615653992,133.10567306569826,37.3619446910322,167.9834170003308,171.7591797533773
9,0.650290846824646,0.539237380027771,0.6017968654632568,0.6433098912239075,0.6373891830444336,0.8128993511199951,0.4561683237552643,0.6835739612579346,0.2880954444408417,0.7356147766113281,0.1023179292678833,0.7499598860740662,119.90138868076131,27.6658375878766,167.18348668868109,172.60704217814046
10,0.6543954610824585,0.5709449052810669,0.5982131361961365,0.6443201899528503,0.6380001306533813,0.8117046356201172,0.45608362555503845,0.7042431235313416,0.2887531518936157,0.7436441779136658,0.10439475625753403,0.7505736947059631,103.39467918158311,15.591132507399733,166.83373135384517,173.66624468480782
11,0.6552522778511047,0.5934871435165405,0.5946818590164185,0.6455560326576233,0.6382400393486023,0.8118930459022522,0.45826730132102966,0.7058625817298889,0.29232490062713623,0.7501358985900879,0.10738520324230194,0.7512121200561523,90.84210347602549,8.014936459094853,170.74385201269453,171.6526029340255
